"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
11214,"< $25,000",19350,10790,5710,2570,4230
11214,"$25,000 - $49,999",9930,4060,3940,1750,1630
11214,"$50,000 - $74,999",4980,2260,1800,790,1060
11214,"$75,000 -  $99,999",2890,1110,1280,430,670
11214,"$100,000 - $199,999",3440,850,2200,320,750
11214,"$200,000+",700,100,550,30,180
,,,,,,
11215,total,"33,120","18,890","10,820","2,400","5,200"
11215,"< $25,000",6080,4910,540,520,1080
11215,"$25,000 - $49,999",5150,3930,560,520,700
11215,"$50,000 - $74,999",5110,3880,600,410,670
11215,"$75,000 -  $99,999",3700,2450,750,280,580
11215,"$100,000 - $199,999",7110,2930,3480,460,1260
11215,"$200,000+",5970,790,4890,210,910
,,,,,,
11216,total,"29,770","20,400","3,160","5,580","3,270"
11216,"< $25,000",10040,7320,580,1980,1450
11216,"$25,000 - $49,999",8130,5710,480,1800,810
11216,"$50,000 - $74,999",5460,3940,350,1000,520
11216,"$75,000 -  $99,999",2680,1800,360,440,230
11216,"$100,000 - $199,999",2630,1400,840,320,210
11216,"$200,000+",830,230,550,40,50
,,,,,,
11217,total,"20,720","13,470","4,560","2,170","2,570"
11217,"< $25,000",4380,3360,280,670,670
11217,"$25,000 - $49,999",3480,2450,270,680,440
11217,"$50,000 - $74,999",3150,2460,240,350,350
11217,"$75,000 -  $99,999",2290,1740,300,160,240
11217,"$100,000 - $199,999",4180,2580,1270,200,520
11217,"$200,000+",3240,880,2200,110,350
,,,,,,
11218,total,"33,210","16,280","11,910","4,280","5,880"
11218,"< $25,000",12800,7590,3350,1660,2080
11218,"$25,000 - $49,999",7540,3620,2520,1240,1110
11218,"$50,000 - $74,999",4350,2360,1220,620,850
11218,"$75,000 -  $99,999",2800,1310,1010,360,620
11218,"$100,000 - $199,999",4160,1200,2520,340,910
11218,"$200,000+",1560,200,1290,60,310
,,,,,,
11219,total,"33,810","12,390","17,280","3,730","5,580"
11219,"< $25,000",19430,8350,8660,2220,2960
11219,"$25,000 - $49,999",7620,2130,4480,910,900
11219,"$50,000 - $74,999",2810,1070,1330,350,540
11219,"$75,000 -  $99,999",1370,430,800,120,350
11219,"$100,000 - $199,999",1830,340,1350,130,520
11219,"$200,000+",750,70,660,** ,310
,,,,,,
11220,total,"54,260","26,370","19,240","7,970","7,190"
11220,"< $25,000",35090,18730,11230,4830,4490
11220,"$25,000 - $49,999",11070,4270,4650,2000,1190
11220,"$50,000 - $74,999",3900,1950,1150,680,620
11220,"$75,000 -  $99,999",1780,750,720,260,360
11220,"$100,000 - $199,999",1950,580,1140,200,400
11220,"$200,000+",470,90,350,** ,130
,,,,,,
11221,total,"41,130","26,230","4,520","9,670","3,960"
11221,"< $25,000",16860,11680,1120,3860,1860
11221,"$25,000 - $49,999",12410,7900,1040,3230,1010
11221,"$50,000 - $74,999",6320,3980,680,1530,570
11221,"$75,000 -  $99,999",2700,1490,510,620,260
11221,"$100,000 - $199,999",2340,1040,840,400,230
11221,"$200,000+",500,140,330,30,30
,,,,,,
11222,total,"22,830","15,910","4,860","1,440","2,630"
11222,"< $25,000",5580,4380,600,470,1010
11222,"$25,000 - $49,999",4870,3660,630,440,550
11222,"$50,000 - $74,999",4430,3440,600,240,430
11222,"$75,000 -  $99,999",2790,1980,600,120,250
11222,"$100,000 - $199,999",3730,2010,1490,140,310
11222,"$200,000+",1430,440,940,30,80
,,,,,,
11223,total,"33,330","15,360","12,580","4,780","6,960"
11223,"< $25,000",15210,8680,4170,2150,3150
11223,"$25,000 - $49,999",7850,3320,2960,1410,1310
11223,"$50,000 - $74,999",3870,1730,1410,630,860
11223,"$75,000 -  $99,999",2340,840,1110,320,580
11223,"$100,000 - $199,999",2830,640,1900,240,740
11223,"$200,000+",1230,150,1030,30,320
,,,,,,
11224,total,"20,270","10,450","4,520","4,850","5,510"
11224,"< $25,000",9680,6010,1320,2160,2470
11224,"$25,000 - $49,999",5000,2360,1010,1530,1270
11224,"$50,000 - $74,999",2440,1120,600,640,710
11224,"$75,000 -  $99,999",1290,470,510,260,460
11224,"$100,000 - $199,999",1560,420,880,230,500
11224,"$200,000+",300,70,200,30,100
,,,,,,
11225,total,"31,110","18,610","4,410","7,340","5,490"
11225,"< $25,000",11250,7740,870,2470,2210
11225,"$25,000 - $49,999",8880,5130,930,2580,1480
11225,"$50,000 - $74,999",5370,3230,630,1330,900
11225,"$75,000 -  $99,999",2560,1400,540,540,390
11225,"$100,000 - $199,999",2420,990,980,380,420
11225,"$200,000+",630,120,460,40,90
,,,,,,
11226,total,"52,880","28,850","7,270","15,610","9,050"
11226,"< $25,000",22190,14190,1760,5900,3980
11226,"$25,000 - $49,999",15830,7900,1770,5780,2490
11226,"$50,000 - $74,999",7780,3970,1170,2410,1330
11226,"$75,000 -  $99,999",3450,1580,840,910,600
11226,"$100,000 - $199,999",2980,1080,1250,580,510
11226,"$200,000+",650,130,480,30,140
,,,,,,
11228,total,"19,910","9,400","7,870","2,230","4,660"
11228,"< $25,000",8150,4820,2320,870,1920
11228,"$25,000 - $49,999",4080,1880,1550,570,780
11228,"$50,000 - $74,999",2480,1310,770,330,610
11228,"$75,000 -  $99,999",1670,700,700,220,450
11228,"$100,000 - $199,999",2570,580,1720,210,650
11228,"$200,000+",960,110,810,30,250
,,,,,,
11229,total,"37,000","17,390","13,640","5,230","9,110"
11229,"< $25,000",14450,8770,3410,2020,3230
11229,"$25,000 - $49,999",8290,3860,2750,1500,1780
11229,"$50,000 - $74,999",4960,2330,1680,810,1270
11229,"$75,000 -  $99,999",3190,1200,1470,440,920
11229,"$100,000 - $199,999",4630,1070,3070,410,1440
11229,"$200,000+",1480,160,1260,50,470
,,,,,,
11230,total,"36,130","16,790","13,620","4,970","7,880"
11230,"< $25,000",14890,8950,3670,2010,2750
11230,"$25,000 - $49,999",8550,3690,3080,1610,1460
11230,"$50,000 - $74,999",4570,2040,1680,710,1040
11230,"$75,000 -  $99,999",2740,1050,1280,330,760
11230,"$100,000 - $199,999",3660,870,2450,260,1240
11230,"$200,000+",1720,190,1460,50,630
,,,,,,
11231,total,"17,460","9,630","5,080","2,260","2,320"
11231,"< $25,000",4260,2970,350,860,700
11231,"$25,000 - $49,999",2910,1870,300,660,370
11231,"$50,000 - $74,999",2330,1640,310,300,280
11231,"$75,000 -  $99,999",1630,1090,310,160,210
11231,"$100,000 - $199,999",3360,1550,1480,190,450
11231,"$200,000+",2970,510,2330,90,310
,,,,,,
11232,total,"13,090","6,940","3,570","2,320","1,610"
11232,"< $25,000",6170,3610,1370,1120,910
11232,"$25,000 - $49,999",3240,1640,860,680,290
11232,"$50,000 - $74,999",1670,940,370,300,180
11232,"$75,000 -  $99,999",830,400,270,120,90
11232,"$100,000 - $199,999",950,310,520,100,110
11232,"$200,000+",230,40,180,** ,30
,,,,,,
11233,total,"32,850","18,180","3,330","10,660","4,190"
11233,"< $25,000",13950,8900,780,4100,1760
11233,"$25,000 - $49,999",9710,5140,700,3650,1120
11233,"$50,000 - $74,999",4880,2480,530,1720,680
11233,"$75,000 -  $99,999",2050,900,380,710,320
11233,"$100,000 - $199,999",1860,670,670,450,280
11233,"$200,000+",400,90,270,30,30
,,,,,,
11234,total,"43,010","20,320","11,530","9,950","11,120"
11234,"< $25,000",13940,9410,1650,2610,3230
11234,"$25,000 - $49,999",9820,4740,1750,3020,2250
11234,"$50,000 - $74,999",6580,3020,1430,1910,1730
11234,"$75,000 -  $99,999",4370,1570,1400,1210,1300
11234,"$100,000 - $199,999",6530,1390,3840,1110,2030
11234,"$200,000+",1770,190,1460,90,580
,,,,,,
11235,total,"39,680","19,680","13,140","5,840","10,780"
11235,"< $25,000",16700,10480,3700,2160,4190
11235,"$25,000 - $49,999",8600,4050,2680,1610,2090
11235,"$50,000 - $74,999",5160,2450,1660,880,1550
11235,"$75,000 -  $99,999",3230,1240,1340,540,1050
11235,"$100,000 - $199,999",4460,1180,2620,560,1440
11235,"$200,000+",1530,280,1140,90,460
,,,,,,
11236,total,"48,420","23,110","6,970","17,200","9,750"
11236,"< $25,000",18350,11560,1370,5140,3420
11236,"$25,000 - $49,999",14000,6220,1520,5900,2500
11236,"$50,000 - $74,999",7530,2970,1100,3210,1610
11236,"$75,000 -  $99,999",4100,1320,990,1660,970
11236,"$100,000 - $199,999",4030,950,1720,1240,1110
11236,"$200,000+",410,90,270,50,140
,,,,,,
11237,total,"23,930","15,590","3,520","4,460","1,710"
11237,"< $25,000",10060,6860,1030,2070,950
11237,"$25,000 - $49,999",7340,4670,1040,1520,400
11237,"$50,000 - $74,999",3690,2490,600,540,210
11237,"$75,000 -  $99,999",1480,900,320,210,70
11237,"$100,000 - $199,999",1170,590,430,120,80
11237,"$200,000+",190,80,100,** ,** 
,,,,,,
11238,total,"31,680","21,070","5,730","4,090","3,910"
11238,"< $25,000",7500,5680,460,1240,1240
11238,"$25,000 - $49,999",6420,4610,430,1230,820
11238,"$50,000 - $74,999",5820,4460,420,760,620
11238,"$75,000 -  $99,999",3650,2640,500,380,410
11238,"$100,000 - $199,999",5290,2950,1800,380,580
11238,"$200,000+",3000,730,2120,100,240
,,,,,,
11239,total,"7,470","3,810",690,"2,830","1,720"
11239,"< $25,000",2850,1880,200,730,760
11239,"$25,000 - $49,999",2250,1030,150,1020,460
11239,"$50,000 - $74,999",1370,580,130,630,310
11239,"$75,000 -  $99,999",600,220,90,280,110
11239,"$100,000 - $199,999",400,100,120,170,80
11239,"$200,000+",** ,** ,** ,** ,** 
,,,,,,
11354,total,"31,560","17,040","10,760","3,250","6,920"
11354,"< $25,000",18410,11760,4710,1710,3630
11354,"$25,000 - $49,999",5890,2530,2490,760,1150
11354,"$50,000 - $74,999",2930,1370,1100,390,800
11354,"$75,000 -  $99,999",1730,690,790,210,520
11354,"$100,000 - $199,999",2090,600,1280,180,650
11354,"$200,000+",510,90,390,** ,170
,,,,,,
11355,total,"52,130","27,660","18,480","5,250","9,630"
11355,"< $25,000",35010,21160,10230,3230,5970
11355,"$25,000 - $49,999",9190,3420,4510,1120,1480
11355,"$50,000 - $74,999",3680,1670,1410,510,900
11355,"$75,000 -  $99,999",1840,740,840,210,500
11355,"$100,000 - $199,999",1970,580,1180,160,620
11355,"$200,000+",440,90,310,20,160
,,,,,,
11356,total,"12,590","5,910","4,300","2,150","2,270"
11356,"< $25,000",5870,3420,1400,960,1010
11356,"$25,000 - $49,999",3010,1240,1100,590,460
11356,"$50,000 - $74,999",1520,650,510,330,270
11356,"$75,000 -  $99,999",900,320,410,150,210
11356,"$100,000 - $199,999",1090,250,720,120,260
11356,"$200,000+",200,30,160,** ,60
,,,,,,
11357,total,"20,170","9,710","8,220","1,840","6,420"
11357,"< $25,000",6220,4260,1360,520,1860
11357,"$25,000 - $49,999",3670,1900,1240,450,1070
11357,"$50,000 - $74,999",2810,1500,920,310,940
11357,"$75,000 -  $99,999",2170,920,940,240,760
11357,"$100,000 - $199,999",3840,940,2550,280,1260
11357,"$200,000+",1460,190,1210,40,530
,,,,,,
11358,total,"19,360","9,490","7,490","2,010","4,840"
11358,"< $25,000",8150,5140,2030,870,1820
11358,"$25,000 - $49,999",3940,1880,1500,480,780
11358,"$50,000 - $74,999",2320,1180,770,300,600
11358,"$75,000 -  $99,999",1530,610,720,160,500
11358,"$100,000 - $199,999",2580,580,1770,170,860
11358,"$200,000+",840,100,700,30,280
,,,,,,
11360,total,"10,140","5,290","3,760",810,"4,170"
11360,"< $25,000",2670,1880,540,200,1020
11360,"$25,000 - $49,999",1580,920,450,170,600
11360,"$50,000 - $74,999",1380,820,380,130,570
11360,"$75,000 -  $99,999",1200,610,410,120,540
11360,"$100,000 - $199,999",2330,840,1260,160,1040
11360,"$200,000+",980,220,720,30,400
,,,,,,
11361,total,"13,970","6,810","5,360","1,510","3,600"
11361,"< $25,000",4810,3130,1100,510,1200
11361,"$25,000 - $49,999",2830,1380,1010,390,600
11361,"$50,000 - $74,999",1880,1020,560,240,470
11361,"$75,000 -  $99,999",1390,600,560,180,420
11361,"$100,000 - $199,999",2320,590,1500,190,690
11361,"$200,000+",740,90,630,** ,220
,,,,,,
11362,total,"8,980","4,330","3,750",720,"3,120"
11362,"< $25,000",2640,1830,580,190,880
11362,"$25,000 - $49,999",1510,800,520,160,460
11362,"$50,000 - $74,999",1270,680,420,140,420
11362,"$75,000 -  $99,999",1030,450,460,90,410
11362,"$100,000 - $199,999",1830,490,1180,120,680
11362,"$200,000+",700,80,590,20,270
,,,,,,
11363,total,"3,480","1,670","1,460",270,"1,200"
11363,"< $25,000",990,730,170,70,270
11363,"$25,000 - $49,999",520,280,170,60,140
11363,"$50,000 - $74,999",460,250,140,50,160
11363,"$75,000 -  $99,999",350,160,150,40,140
11363,"$100,000 - $199,999",650,190,400,50,280
11363,"$200,000+",510,60,430,** ,210
,,,,,,
11364,total,"17,950","8,400","7,350","1,790","5,250"
11364,"< $25,000",5950,3750,1520,580,1680
11364,"$25,000 - $49,999",3470,1630,1360,400,860
11364,"$50,000 - $74,999",2590,1310,880,330,810
11364,"$75,000 -  $99,999",1890,790,820,220,570
11364,"$100,000 - $199,999",3120,800,2010,230,1010
11364,"$200,000+",930,120,760,30,320
,,,,,,
11365,total,"21,610","10,150","7,960","3,090","5,130"
11365,"< $25,000",8560,5220,2100,1110,1880
11365,"$25,000 - $49,999",4700,2060,1730,810,850
11365,"$50,000 - $74,999",2930,1370,950,540,730
11365,"$75,000 -  $99,999",1910,760,800,310,530
11365,"$100,000 - $199,999",2840,670,1820,290,890
11365,"$200,000+",670,70,560,30,250
,,,,,,
11366,total,"6,740","3,090","2,730",800,"1,900"
11366,"< $25,000",2390,1550,530,270,600
11366,"$25,000 - $49,999",1340,600,510,210,300
11366,"$50,000 - $74,999",880,450,300,120,240
11366,"$75,000 -  $99,999",620,210,280,100,180
11366,"$100,000 - $199,999",1090,230,750,100,410
11366,"$200,000+",420,50,360,** ,170
,,,,,,
11367,total,"19,000","8,800","7,110","2,710","4,510"
11367,"< $25,000",7850,4640,1980,1110,1780
11367,"$25,000 - $49,999",4120,1820,1470,750,780
11367,"$50,000 - $74,999",2590,1160,920,420,610
11367,"$75,000 -  $99,999",1600,580,740,230,410
11367,"$100,000 - $199,999",2160,500,1430,200,670
11367,"$200,000+",680,100,570,** ,260
,,,,,,
11368,total,"48,680","22,710","12,470","12,750","6,180"
11368,"< $25,000",26730,14830,4960,6580,3350
11368,"$25,000 - $49,999",13070,4910,4020,3930,1380
11368,"$50,000 - $74,999",5330,1900,1800,1520,790
11368,"$75,000 -  $99,999",2000,640,850,460,350
11368,"$100,000 - $199,999",1440,400,770,260,270
11368,"$200,000+",110,30,70,** ,40
,,,,,,
11369,total,"18,230","8,750","4,800","4,370","3,140"
11369,"< $25,000",8700,5160,1500,1920,1380
11369,"$25,000 - $49,999",4780,2020,1290,1390,710
11369,"$50,000 - $74,999",2360,930,760,620,450
11369,"$75,000 -  $99,999",1140,370,490,250,280
11369,"$100,000 - $199,999",1110,240,670,190,270
11369,"$200,000+",140,30,90,** ,50
,,,,,,
11370,total,"13,390","6,450","4,470","2,140","2,630"
11370,"< $25,000",5890,3560,1310,900,1170
11370,"$25,000 - $49,999",3180,1370,1100,630,500
11370,"$50,000 - $74,999",1820,790,640,330,370
11370,"$75,000 -  $99,999",1040,390,470,140,230
11370,"$100,000 - $199,999",1250,310,780,140,310
11370,"$200,000+",210,30,170,** ,50
,,,,,,
11372,total,"35,250","18,430","10,260","5,720","7,250"
11372,"< $25,000",15500,9880,2870,2440,3290
11372,"$25,000 - $49,999",8230,3820,2420,1780,1390
11372,"$50,000 - $74,999",4920,2390,1520,860,1060
11372,"$75,000 -  $99,999",2650,1170,1060,340,590
11372,"$100,000 - $199,999",3160,1020,1800,270,730
11372,"$200,000+",790,150,590,30,190
,,,,,,
11373,total,"50,920","25,540","16,430","7,900","8,760"
11373,"< $25,000",26320,15800,6240,3790,4790
11373,"$25,000 - $49,999",12770,5310,4790,2410,1680
11373,"$50,000 - $74,999",5990,2590,2250,1000,1010
11373,"$75,000 -  $99,999",2870,1040,1330,430,570
11373,"$100,000 - $199,999",2580,710,1550,270,590
11373,"$200,000+",390,90,270,** ,120
,,,,,,
11374,total,"23,220","11,950","7,440","3,170","5,800"
11374,"< $25,000",7810,5100,1560,970,2240
11374,"$25,000 - $49,999",4830,2510,1320,870,1070
11374,"$50,000 - $74,999",3750,1970,1000,640,860
11374,"$75,000 -  $99,999",2520,1150,930,340,590
11374,"$100,000 - $199,999",3460,1080,1980,310,820
11374,"$200,000+",850,140,650,40,220
,,,,,,
11375,total,"35,810","18,770","12,510","3,420","10,340"
11375,"< $25,000",8860,6320,1460,850,2880
11375,"$25,000 - $49,999",5800,3420,1420,780,1630
11375,"$50,000 - $74,999",5450,3290,1300,610,1470
11375,"$75,000 -  $99,999",4410,2370,1360,500,1250
11375,"$100,000 - $199,999",7630,2750,4110,550,2130
11375,"$200,000+",3660,620,2860,130,980
,,,,,,
11377,total,"46,020","24,670","13,870","6,320","8,220"
11377,"< $25,000",20620,13210,4290,2680,3830
11377,"$25,000 - $49,999",11180,5330,3600,1940,1610
11377,"$50,000 - $74,999",6470,3250,2020,1000,1070
11377,"$75,000 -  $99,999",3500,1590,1390,410,710
11377,"$100,000 - $199,999",3620,1150,2110,260,840
11377,"$200,000+",630,140,460,30,160
,,,,,,
11378,total,"17,840","8,560","6,210","2,640","3,700"
11378,"< $25,000",6670,4290,1260,990,1480
11378,"$25,000 - $49,999",4080,1980,1200,780,710
11378,"$50,000 - $74,999",2610,1210,860,440,510
11378,"$75,000 -  $99,999",1680,560,840,230,390
11378,"$100,000 - $199,999",2340,450,1680,200,500
11378,"$200,000+",460,70,370,** ,110
,,,,,,
11379,total,"17,960","8,680","6,600","2,180","4,920"
11379,"< $25,000",5470,3770,970,610,1620
11379,"$25,000 - $49,999",3620,2000,940,590,890
11379,"$50,000 - $74,999",2830,1420,830,460,740
11379,"$75,000 -  $99,999",2010,780,890,260,550
11379,"$100,000 - $199,999",3200,620,2260,240,900
11379,"$200,000+",830,90,710,20,220
,,,,,,
11385,total,"49,320","26,020","13,660","8,670","7,570"
11385,"< $25,000",19120,12690,2980,3170,3090
11385,"$25,000 - $49,999",12860,6880,2840,2860,1560
11385,"$50,000 - $74,999",7870,3850,2270,1520,1180
11385,"$75,000 -  $99,999",4030,1460,1820,660,700
11385,"$100,000 - $199,999",4780,1030,3230,440,880
11385,"$200,000+",660,110,520,20,160
,,,,,,
11411,total,"10,820","5,400","1,840","3,220","2,930"
11411,"< $25,000",3500,2420,250,770,920
11411,"$25,000 - $49,999",2860,1450,310,1010,670
11411,"$50,000 - $74,999",1800,780,270,670,530
11411,"$75,000 -  $99,999",1190,410,300,410,370
11411,"$100,000 - $199,999",1310,320,590,360,390
11411,"$200,000+",160,20,120,** ,50
,,,,,,
11412,total,"19,530","9,710","2,740","6,490","3,970"
11412,"< $25,000",7190,4780,450,1810,1390
11412,"$25,000 - $49,999",5720,2750,560,2240,1050
11412,"$50,000 - $74,999",3080,1260,460,1230,700
11412,"$75,000 -  $99,999",1670,530,430,650,420
11412,"$100,000 - $199,999",1730,370,750,560,370
11412,"$200,000+",140,20,90,** ,40
,,,,,,
11413,total,"21,820","10,750","3,300","7,050","4,880"
11413,"< $25,000",7560,5070,440,1880,1490
11413,"$25,000 - $49,999",5920,2860,590,2290,1190
11413,"$50,000 - $74,999",3530,1480,500,1410,860
11413,"$75,000 -  $99,999",2130,710,510,810,580
11413,"$100,000 - $199,999",2400,590,1060,640,670
11413,"$200,000+",280,40,200,20,90
,,,,,,
11414,total,"13,420","6,730","4,400","1,960","4,280"
11414,"< $25,000",3670,2670,480,450,1260
11414,"$25,000 - $49,999",2730,1540,580,550,820
11414,"$50,000 - $74,999",2260,1150,600,430,700
11414,"$75,000 -  $99,999",1620,660,630,270,500
11414,"$100,000 - $199,999",2530,620,1620,240,770
11414,"$200,000+",610,90,490,20,230
,,,,,,
11415,total,"9,710","5,160","2,900","1,330","2,250"
11415,"< $25,000",2840,1920,490,350,720
11415,"$25,000 - $49,999",1970,1080,470,360,400
11415,"$50,000 - $74,999",1780,1010,410,270,380
11415,"$75,000 -  $99,999",1170,570,380,180,280
11415,"$100,000 - $199,999",1550,510,850,170,350
11415,"$200,000+",400,70,300,** ,120
,,,,,,
11416,total,"12,570","5,620","3,620","3,110","1,680"
11416,"< $25,000",5980,3390,1230,1280,810
11416,"$25,000 - $49,999",3580,1360,1040,1100,410
11416,"$50,000 - $74,999",1640,560,570,480,220
11416,"$75,000 -  $99,999",710,180,360,150,120
11416,"$100,000 - $199,999",620,130,390,100,120
11416,"$200,000+",40,** ,30,** ,** 
,,,,,,
11417,total,"15,050","6,860","4,630","3,240","2,570"
11417,"< $25,000",6020,3570,1220,1130,1050
11417,"$25,000 - $49,999",4030,1780,1070,1090,580
11417,"$50,000 - $74,999",2220,870,720,560,360
11417,"$75,000 -  $99,999",1230,380,570,260,260
11417,"$100,000 - $199,999",1380,240,920,200,270
11417,"$200,000+",170,20,130,** ,50
,,,,,,
11418,total,"18,000","8,520","5,140","3,950","3,030"
11418,"< $25,000",8030,4870,1420,1600,1320
11418,"$25,000 - $49,999",4650,1960,1220,1350,680
11418,"$50,000 - $74,999",2380,940,780,590,380
11418,"$75,000 -  $99,999",1250,390,580,240,260
11418,"$100,000 - $199,999",1410,310,920,170,320
11418,"$200,000+",280,50,220,** ,70
,,,,,,
11419,total,"24,130","11,620","6,930","5,070","3,780"
11419,"< $25,000",11870,7370,2220,2070,1760
11419,"$25,000 - $49,999",6640,2710,1940,1810,910
11419,"$50,000 - $74,999",2930,970,1140,730,510
11419,"$75,000 -  $99,999",1410,370,720,300,290
11419,"$100,000 - $199,999",1170,200,820,160,280
11419,"$200,000+",110,** ,90,** ,30
